sid,s1,s2,s3,s4,s5,s6,s7,s8,id1,id2,id3,id4,id5,id6,id7,id8,response,selected_id,hide_preHist,show_dist,worker_qansII,response_time,sequence_pos,stay_time,pastPfrm1,pastPfrm2,pastPfrm3,pastPfrm4,pastPfrm5,pastPfrm6,pastPfrm7,pastPfrm8
c8291190-4c17-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,54,21,101,73,1404,1404,1404,1404,2,21,Yes,1,1,2019-03-21 15:31:39.592747,0,0:00:36.803574,0,0,0,0,-1,-1,-1,-1
c8291190-4c17-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,63,65,104,75,1404,1404,1404,1404,2,65,Yes,1,3,2019-03-21 15:32:00.078197,1,0:00:15.913558,0,0,0,0,-1,-1,-1,-1
c8291190-4c17-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,49,73,101,75,1404,1404,1404,1404,3,101,Yes,1,1,2019-03-21 15:32:13.439281,2,0:00:10.603633,0,0,0,0,-1,-1,-1,-1
c8291190-4c17-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,100,28,58,61,1404,1404,1404,1404,2,28,Yes,1,1,2019-03-21 15:32:24.360969,3,0:00:08.836871,0,0,0,0,-1,-1,-1,-1
c8291190-4c17-11e9-b667-005056a4a701-81861,Male,Male,Male,Female,Female,Female,Female,Female,3,87,106,15,1404,1404,1404,1404,2,87,Yes,1,3,2019-03-21 15:32:35.819084,4,0:00:09.870540,0,0,0,0,-1,-1,-1,-1
c8291190-4c17-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,23,2,43,81,1404,1404,1404,1404,4,81,Yes,1,0,2019-03-21 15:32:56.917783,5,0:00:17.878462,0,0,0,0,-1,-1,-1,-1
c8291190-4c17-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,9,79,23,11,1404,1404,1404,1404,3,23,Yes,1,2,2019-03-21 15:33:10.619241,6,0:00:11.382396,0,0,0,0,-1,-1,-1,-1
c8291190-4c17-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,12,68,97,61,1404,1404,1404,1404,4,61,Yes,1,1,2019-03-21 15:33:22.015596,7,0:00:09.821747,0,0,0,0,-1,-1,-1,-1
c8291190-4c17-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,77,80,93,35,1404,1404,1404,1404,3,93,Yes,1,1,2019-03-21 15:33:36.746828,8,0:00:11.976684,0,0,0,0,-1,-1,-1,-1
c8291190-4c17-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,98,50,34,79,1404,1404,1404,1404,2,50,Yes,1,1,2019-03-21 15:33:47.653128,9,0:00:09.317662,0,0,0,0,-1,-1,-1,-1
c8291190-4c17-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,36,2,41,20,1404,1404,1404,1404,4,20,Yes,1,3,2019-03-21 15:33:59.681516,10,0:00:10.604802,0,0,0,0,-1,-1,-1,-1
c8291190-4c17-11e9-b667-005056a4a701-81861,Male,Male,Male,Female,Female,Female,Female,Female,54,3,34,62,1404,1404,1404,1404,4,62,Yes,1,2,2019-03-21 15:34:11.657312,11,0:00:10.413372,0,0,0,0,-1,-1,-1,-1
e275b4e0-4c17-11e9-b667-005056a4a701-81861,Female,Female,Female,Female,Female,Female,Female,Female,52,35,1404,1404,1404,1404,1404,1404,1,52,Yes,0,1,2019-03-21 15:32:58.439078,0,0:00:22.452744,0,0,-1,-1,-1,-1,-1,-1
e275b4e0-4c17-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,101,80,1404,1404,1404,1404,1404,1404,1,101,Yes,0,1,2019-03-21 15:33:14.322758,1,0:00:10.852141,0,0,-1,-1,-1,-1,-1,-1
e275b4e0-4c17-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,106,80,1404,1404,1404,1404,1404,1404,2,80,Yes,0,0,2019-03-21 15:33:21.840602,2,0:00:05.622075,0,0,-1,-1,-1,-1,-1,-1
e275b4e0-4c17-11e9-b667-005056a4a701-81861,Female,Female,Female,Female,Female,Female,Female,Female,51,5,1404,1404,1404,1404,1404,1404,2,5,Yes,0,0,2019-03-21 15:33:32.823097,3,0:00:08.371835,0,0,-1,-1,-1,-1,-1,-1
e275b4e0-4c17-11e9-b667-005056a4a701-81861,Male,Male,Female,Female,Female,Female,Female,Female,100,14,1404,1404,1404,1404,1404,1404,2,14,Yes,0,4,2019-03-21 15:33:45.367282,4,0:00:07.971976,0,0,-1,-1,-1,-1,-1,-1
e275b4e0-4c17-11e9-b667-005056a4a701-81861,Female,Female,Female,Female,Female,Female,Female,Female,55,5,1404,1404,1404,1404,1404,1404,1,55,Yes,0,2,2019-03-21 15:33:53.838575,5,0:00:06.359496,0,0,-1,-1,-1,-1,-1,-1
e275b4e0-4c17-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,33,71,1404,1404,1404,1404,1404,1404,1,33,Yes,0,4,2019-03-21 15:34:03.212571,6,0:00:07.030478,0,0,-1,-1,-1,-1,-1,-1
e275b4e0-4c17-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,100,26,1404,1404,1404,1404,1404,1404,2,26,Yes,0,1,2019-03-21 15:34:11.376747,7,0:00:06.074005,0,0,-1,-1,-1,-1,-1,-1
e275b4e0-4c17-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,41,11,1404,1404,1404,1404,1404,1404,1,41,Yes,0,2,2019-03-21 15:34:19.190636,8,0:00:05.611831,0,0,-1,-1,-1,-1,-1,-1
e275b4e0-4c17-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,43,7,1404,1404,1404,1404,1404,1404,1,43,Yes,0,2,2019-03-21 15:34:30.686273,9,0:00:09.154421,0,0,-1,-1,-1,-1,-1,-1
e275b4e0-4c17-11e9-b667-005056a4a701-81861,Male,Male,Female,Female,Female,Female,Female,Female,29,31,1404,1404,1404,1404,1404,1404,1,29,Yes,0,3,2019-03-21 15:34:38.385799,10,0:00:06.024286,0,0,-1,-1,-1,-1,-1,-1
e275b4e0-4c17-11e9-b667-005056a4a701-81861,Male,Male,Female,Female,Female,Female,Female,Female,34,45,1404,1404,1404,1404,1404,1404,1,34,Yes,0,0,2019-03-21 15:34:46.770060,11,0:00:05.425912,0,0,-1,-1,-1,-1,-1,-1
f45f57c4-4c17-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,101,5,1404,1404,1404,1404,1404,1404,1,101,Yes,0,1,2019-03-21 15:32:20.359510,0,0:00:18.519273,0,0,-1,-1,-1,-1,-1,-1
f45f57c4-4c17-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,102,68,1404,1404,1404,1404,1404,1404,2,68,Yes,0,0,2019-03-21 15:32:33.363271,1,0:00:10.352048,0,0,-1,-1,-1,-1,-1,-1
f45f57c4-4c17-11e9-b667-005056a4a701-81861,Male,Male,Female,Female,Female,Female,Female,Female,53,33,1404,1404,1404,1404,1404,1404,1,53,Yes,0,3,2019-03-21 15:32:45.070094,2,0:00:09.929523,0,0,-1,-1,-1,-1,-1,-1
f45f57c4-4c17-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,34,78,1404,1404,1404,1404,1404,1404,2,78,Yes,0,1,2019-03-21 15:32:54.410440,3,0:00:07.409953,0,0,-1,-1,-1,-1,-1,-1
f45f57c4-4c17-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,94,11,1404,1404,1404,1404,1404,1404,1,94,Yes,0,2,2019-03-21 15:33:05.373857,4,0:00:08.973262,0,0,-1,-1,-1,-1,-1,-1
f45f57c4-4c17-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,100,84,1404,1404,1404,1404,1404,1404,1,100,Yes,0,2,2019-03-21 15:33:14.474890,5,0:00:07.274242,0,0,-1,-1,-1,-1,-1,-1
f45f57c4-4c17-11e9-b667-005056a4a701-81861,Male,Male,Female,Female,Female,Female,Female,Female,34,34,1404,1404,1404,1404,1404,1404,2,34,Yes,0,0,2019-03-21 15:33:22.766446,6,0:00:06.785751,0,0,-1,-1,-1,-1,-1,-1
f45f57c4-4c17-11e9-b667-005056a4a701-81861,Female,Female,Female,Female,Female,Female,Female,Female,39,85,1404,1404,1404,1404,1404,1404,1,39,Yes,0,4,2019-03-21 15:33:33.960035,7,0:00:09.209354,0,0,-1,-1,-1,-1,-1,-1
f45f57c4-4c17-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,24,63,1404,1404,1404,1404,1404,1404,1,24,Yes,0,1,2019-03-21 15:33:43.702313,8,0:00:08.111651,0,0,-1,-1,-1,-1,-1,-1
f45f57c4-4c17-11e9-b667-005056a4a701-81861,Male,Male,Female,Female,Female,Female,Female,Female,44,49,1404,1404,1404,1404,1404,1404,1,44,Yes,0,2,2019-03-21 15:33:54.371671,9,0:00:08.781954,0,0,-1,-1,-1,-1,-1,-1
f45f57c4-4c17-11e9-b667-005056a4a701-81861,Female,Female,Female,Female,Female,Female,Female,Female,19,77,1404,1404,1404,1404,1404,1404,2,77,Yes,0,3,2019-03-21 15:34:04.200081,10,0:00:07.890746,0,0,-1,-1,-1,-1,-1,-1
f45f57c4-4c17-11e9-b667-005056a4a701-81861,Female,Female,Female,Female,Female,Female,Female,Female,75,81,1404,1404,1404,1404,1404,1404,2,81,Yes,0,0,2019-03-21 15:34:15.289599,11,0:00:09.268355,0,0,-1,-1,-1,-1,-1,-1
68818e4c-4c18-11e9-b667-005056a4a701-81861,Male,Male,Female,Female,Female,Female,Female,Female,104,93,1404,1404,1404,1404,1404,1404,2,93,Yes,0,1,2019-03-21 15:36:55.974535,0,0:00:14.305003,0,0,-1,-1,-1,-1,-1,-1
68818e4c-4c18-11e9-b667-005056a4a701-81861,Female,Female,Female,Female,Female,Female,Female,Female,73,28,1404,1404,1404,1404,1404,1404,1,73,Yes,0,2,2019-03-21 15:37:11.588857,1,0:00:11.681977,0,0,-1,-1,-1,-1,-1,-1
68818e4c-4c18-11e9-b667-005056a4a701-81861,Female,Female,Female,Female,Female,Female,Female,Female,4,76,1404,1404,1404,1404,1404,1404,1,4,Yes,0,3,2019-03-21 15:37:22.202676,2,0:00:08.503987,0,0,-1,-1,-1,-1,-1,-1
68818e4c-4c18-11e9-b667-005056a4a701-81861,Female,Female,Female,Female,Female,Female,Female,Female,62,50,1404,1404,1404,1404,1404,1404,1,62,Yes,0,2,2019-03-21 15:37:30.614162,3,0:00:06.781512,0,0,-1,-1,-1,-1,-1,-1
68818e4c-4c18-11e9-b667-005056a4a701-81861,Male,Male,Female,Female,Female,Female,Female,Female,88,12,1404,1404,1404,1404,1404,1404,2,12,Yes,0,2,2019-03-21 15:37:41.869293,4,0:00:09.611568,0,0,-1,-1,-1,-1,-1,-1
68818e4c-4c18-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,90,68,1404,1404,1404,1404,1404,1404,2,68,Yes,0,0,2019-03-21 15:37:51.011861,5,0:00:07.498828,0,0,-1,-1,-1,-1,-1,-1
68818e4c-4c18-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,88,52,1404,1404,1404,1404,1404,1404,2,52,Yes,0,1,2019-03-21 15:37:59.149799,6,0:00:06.506052,0,0,-1,-1,-1,-1,-1,-1
68818e4c-4c18-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,101,64,1404,1404,1404,1404,1404,1404,2,64,Yes,0,3,2019-03-21 15:38:06.212053,7,0:00:05.594989,0,0,-1,-1,-1,-1,-1,-1
68818e4c-4c18-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,92,60,1404,1404,1404,1404,1404,1404,2,60,Yes,0,0,2019-03-21 15:38:13.723062,8,0:00:05.671963,0,0,-1,-1,-1,-1,-1,-1
68818e4c-4c18-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,53,67,1404,1404,1404,1404,1404,1404,2,67,Yes,0,1,2019-03-21 15:38:21.451163,9,0:00:06.020299,0,0,-1,-1,-1,-1,-1,-1
68818e4c-4c18-11e9-b667-005056a4a701-81861,Male,Male,Female,Female,Female,Female,Female,Female,58,59,1404,1404,1404,1404,1404,1404,2,59,Yes,0,2,2019-03-21 15:38:32.096614,10,0:00:08.969634,0,0,-1,-1,-1,-1,-1,-1
68818e4c-4c18-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,37,51,1404,1404,1404,1404,1404,1404,2,51,Yes,0,0,2019-03-21 15:38:40.649089,11,0:00:06.902252,0,0,-1,-1,-1,-1,-1,-1
ec41b5c2-4c18-11e9-b667-005056a4a701-81861,Female,Female,Female,Female,Female,Female,Female,Female,35,78,1404,1404,1404,1404,1404,1404,2,78,Yes,0,1,2019-03-21 15:51:15.623324,0,0:07:21.698342,0,0,-1,-1,-1,-1,-1,-1
ec41b5c2-4c18-11e9-b667-005056a4a701-81861,Male,Male,Female,Female,Female,Female,Female,Female,40,24,1404,1404,1404,1404,1404,1404,2,24,Yes,0,1,2019-03-21 15:51:25.066518,1,0:00:07.758235,0,0,-1,-1,-1,-1,-1,-1
ec41b5c2-4c18-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,53,77,1404,1404,1404,1404,1404,1404,1,53,Yes,0,3,2019-03-21 15:52:15.640820,2,0:00:37.659385,0,0,-1,-1,-1,-1,-1,-1
ec41b5c2-4c18-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,53,72,1404,1404,1404,1404,1404,1404,2,72,Yes,0,3,2019-03-21 15:52:46.008361,3,0:00:27.990122,0,0,-1,-1,-1,-1,-1,-1
ec41b5c2-4c18-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,100,26,1404,1404,1404,1404,1404,1404,2,26,Yes,0,1,2019-03-21 15:52:54.321925,4,0:00:06.580522,0,0,-1,-1,-1,-1,-1,-1
ec41b5c2-4c18-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,17,42,1404,1404,1404,1404,1404,1404,2,42,Yes,0,2,2019-03-21 15:53:04.211373,5,0:00:07.897825,0,0,-1,-1,-1,-1,-1,-1
ec41b5c2-4c18-11e9-b667-005056a4a701-81861,Female,Female,Female,Female,Female,Female,Female,Female,15,51,1404,1404,1404,1404,1404,1404,2,51,Yes,0,0,2019-03-21 15:53:13.361841,6,0:00:06.579483,0,0,-1,-1,-1,-1,-1,-1
ec41b5c2-4c18-11e9-b667-005056a4a701-81861,Male,Male,Female,Female,Female,Female,Female,Female,92,92,1404,1404,1404,1404,1404,1404,2,92,Yes,0,1,2019-03-21 15:53:22.137907,7,0:00:06.925829,0,0,-1,-1,-1,-1,-1,-1
ec41b5c2-4c18-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,23,1,1404,1404,1404,1404,1404,1404,2,1,Yes,0,3,2019-03-21 15:53:30.561466,8,0:00:06.703134,0,0,-1,-1,-1,-1,-1,-1
ec41b5c2-4c18-11e9-b667-005056a4a701-81861,Male,Female,Female,Female,Female,Female,Female,Female,14,42,1404,1404,1404,1404,1404,1404,2,42,Yes,0,2,2019-03-21 15:53:40.085676,9,0:00:07.116159,0,0,-1,-1,-1,-1,-1,-1
ec41b5c2-4c18-11e9-b667-005056a4a701-81861,Male,Male,Female,Female,Female,Female,Female,Female,14,53,1404,1404,1404,1404,1404,1404,2,53,Yes,0,3,2019-03-21 15:53:55.424966,10,0:00:13.594006,0,0,-1,-1,-1,-1,-1,-1
ec41b5c2-4c18-11e9-b667-005056a4a701-81861,Female,Female,Female,Female,Female,Female,Female,Female,82,69,1404,1404,1404,1404,1404,1404,1,82,Yes,0,2,2019-03-21 15:54:04.233001,11,0:00:05.990749,0,0,-1,-1,-1,-1,-1,-1
f122402a-4c18-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,55,36,88,61,1404,1404,1404,1404,3,88,Yes,1,1,2019-03-21 15:44:25.261369,0,0:00:41.369076,0,0,0,0,-1,-1,-1,-1
f122402a-4c18-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,94,52,29,84,1404,1404,1404,1404,4,84,Yes,1,1,2019-03-21 15:44:42.385951,1,0:00:13.834512,0,0,0,0,-1,-1,-1,-1
f122402a-4c18-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,97,82,98,76,1404,1404,1404,1404,2,82,Yes,1,2,2019-03-21 15:45:09.422404,2,0:00:25.058079,0,0,0,0,-1,-1,-1,-1
f122402a-4c18-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,40,50,47,19,1404,1404,1404,1404,4,19,Yes,1,0,2019-03-21 15:45:41.445345,3,0:00:30.189043,0,0,0,0,-1,-1,-1,-1
f122402a-4c18-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,97,5,30,80,1404,1404,1404,1404,4,80,Yes,1,0,2019-03-21 15:46:06.201740,4,0:00:19.734525,0,0,0,0,-1,-1,-1,-1
f122402a-4c18-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,4,28,44,15,1404,1404,1404,1404,1,4,Yes,1,3,2019-03-21 15:46:32.124414,5,0:00:22.734431,0,0,0,0,-1,-1,-1,-1
f122402a-4c18-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,101,74,44,85,1404,1404,1404,1404,3,44,Yes,1,2,2019-03-21 15:46:49.364209,6,0:00:14.113158,0,0,0,0,-1,-1,-1,-1
f122402a-4c18-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,1,19,53,76,1404,1404,1404,1404,4,76,Yes,1,2,2019-03-21 15:47:04.130038,7,0:00:12.245115,0,0,0,0,-1,-1,-1,-1
f122402a-4c18-11e9-b667-005056a4a701-81861,Male,Male,Male,Female,Female,Female,Female,Female,96,22,3,55,1404,1404,1404,1404,1,96,Yes,1,3,2019-03-21 15:47:21.908107,8,0:00:14.984318,0,0,0,0,-1,-1,-1,-1
f122402a-4c18-11e9-b667-005056a4a701-81861,Male,Male,Male,Female,Female,Female,Female,Female,103,95,98,78,1404,1404,1404,1404,1,103,Yes,1,4,2019-03-21 15:47:39.665140,9,0:00:14.379875,0,0,0,0,-1,-1,-1,-1
f122402a-4c18-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,61,55,34,56,1404,1404,1404,1404,2,55,Yes,1,2,2019-03-21 15:48:25.764305,10,0:00:24.236598,0,0,0,0,-1,-1,-1,-1
f122402a-4c18-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,94,67,89,1,1404,1404,1404,1404,4,1,Yes,1,3,2019-03-21 15:48:53.425066,11,0:00:25.773764,0,0,0,0,-1,-1,-1,-1
f3900670-4c19-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,100,19,89,71,1404,1404,1404,1404,1,100,Yes,0,2,2019-03-21 15:44:30.600002,0,0:00:16.289810,0,0,0,0,-1,-1,-1,-1
f3900670-4c19-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,32,5,12,18,1404,1404,1404,1404,2,5,Yes,0,0,2019-03-21 15:44:43.577230,1,0:00:11.164867,0,0,0,0,-1,-1,-1,-1
f3900670-4c19-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,31,67,3,15,1404,1404,1404,1404,4,15,Yes,0,0,2019-03-21 15:44:57.284561,2,0:00:11.620985,0,0,0,0,-1,-1,-1,-1
f3900670-4c19-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,13,60,53,4,1404,1404,1404,1404,1,13,Yes,0,3,2019-03-21 15:45:11.469500,3,0:00:11.498082,0,0,0,0,-1,-1,-1,-1
f3900670-4c19-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,48,5,44,55,1404,1404,1404,1404,3,44,Yes,0,2,2019-03-21 15:45:23.684115,4,0:00:10.459224,0,0,0,0,-1,-1,-1,-1
f3900670-4c19-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,52,15,41,1,1404,1404,1404,1404,1,52,Yes,0,1,2019-03-21 15:45:35.134544,5,0:00:08.895603,0,0,0,0,-1,-1,-1,-1
f3900670-4c19-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,59,70,3,39,1404,1404,1404,1404,2,70,Yes,0,0,2019-03-21 15:45:51.652662,6,0:00:11.068651,0,0,0,0,-1,-1,-1,-1
f3900670-4c19-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,47,50,25,85,1404,1404,1404,1404,4,85,Yes,0,1,2019-03-21 15:46:04.860874,7,0:00:08.845846,0,0,0,0,-1,-1,-1,-1
f3900670-4c19-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,26,72,93,55,1404,1404,1404,1404,4,55,Yes,0,2,2019-03-21 15:46:19.297165,8,0:00:08.356499,0,0,0,0,-1,-1,-1,-1
f3900670-4c19-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,21,8,37,5,1404,1404,1404,1404,4,5,Yes,0,0,2019-03-21 15:46:28.223651,9,0:00:07.196365,0,0,0,0,-1,-1,-1,-1
f3900670-4c19-11e9-b667-005056a4a701-81861,Male,Male,Male,Female,Female,Female,Female,Female,45,93,23,60,1404,1404,1404,1404,2,93,Yes,0,1,2019-03-21 15:46:39.288127,10,0:00:07.726382,0,0,0,0,-1,-1,-1,-1
f3900670-4c19-11e9-b667-005056a4a701-81861,Male,Male,Male,Female,Female,Female,Female,Female,95,89,96,36,1404,1404,1404,1404,2,89,Yes,0,3,2019-03-21 15:46:47.837480,11,0:00:06.496237,0,0,0,0,-1,-1,-1,-1
6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Male,Female,Male,Female,106,84,88,4,88,73,24,78,None,12,Yes,0,2,2019-03-21 15:59:10.445914,0,0:00:32.581629,0,0,0,0,0,0,0,0
6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Male,Female,Male,Female,99,42,49,15,29,52,48,69,None,71,Yes,0,1,2019-03-21 15:59:59.056266,1,0:00:45.863155,0,0,0,0,0,0,0,0
6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,Male,Male,Male,Female,Male,Female,Male,Female,106,34,24,36,29,69,6,4,None,47,Yes,0,3,2019-03-21 16:00:23.028586,2,0:00:21.126223,0,0,0,0,0,0,0,0
6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Male,Female,Male,Female,106,39,34,50,29,18,58,51,6,18,Yes,0,1,2019-03-21 16:00:47.524873,3,0:00:21.051343,0,0,0,0,0,0,0,0
6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Male,Female,Male,Female,3,62,91,52,27,8,59,84,7,59,Yes,0,2,2019-03-21 16:01:59.235774,4,0:01:05.481707,0,0,0,0,0,0,0,0
6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,Male,Male,Male,Female,Male,Female,Male,Female,24,105,48,39,106,82,34,8,None,58,Yes,0,2,2019-03-21 16:02:24.558344,5,0:00:23.705814,0,0,0,0,0,0,0,0
6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Male,Female,Male,Female,22,62,14,67,43,69,59,39,2,62,Yes,0,2,2019-03-21 16:02:47.209933,6,0:00:19.502542,0,0,0,0,0,0,0,0
6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Male,Female,Male,Female,55,68,93,2,22,36,6,83,None,19,Yes,0,0,2019-03-21 16:03:09.530838,7,0:00:19.290529,0,0,0,0,0,0,0,0
6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,Male,Male,Male,Female,Male,Female,Male,Female,32,58,33,19,104,52,34,72,8,72,Yes,0,3,2019-03-21 16:04:59.016756,8,0:01:45.846004,0,0,0,0,0,0,0,0
6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Male,Female,Male,Female,39,77,40,50,44,70,40,52,5,44,Yes,0,2,2019-03-21 16:05:23.250694,9,0:00:20.081244,0,0,0,0,0,0,0,0
6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Male,Female,Male,Female,14,7,27,72,96,70,96,19,5,96,Yes,0,3,2019-03-21 16:05:48.445291,10,0:00:20.858772,0,0,0,0,0,0,0,0
6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Male,Female,Male,Female,11,70,29,74,37,61,31,66,None,64,Yes,0,3,2019-03-21 16:06:12.262077,11,0:00:20.913025,0,0,0,0,0,0,0,0
945add32-4c1a-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,89,77,25,42,1404,1404,1404,1404,3,25,No,0,2,2019-03-21 15:55:00.192323,0,0:01:42.817359,0,0,0,0,-1,-1,-1,-1
945add32-4c1a-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,101,84,57,9,1404,1404,1404,1404,1,101,No,0,1,2019-03-21 15:55:43.917708,1,0:00:39.562728,4,2,0,0,-1,-1,-1,-1
945add32-4c1a-11e9-b667-005056a4a701-81861,Male,Male,Male,Female,Female,Female,Female,Female,29,101,32,15,1404,1404,1404,1404,2,101,No,0,1,2019-03-21 15:56:34.407526,2,0:00:47.958903,3,4,1,1,-1,-1,-1,-1
945add32-4c1a-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,79,75,14,56,1404,1404,1404,1404,2,75,No,0,4,2019-03-21 15:57:28.362085,3,0:00:31.051452,3,3,1,0,-1,-1,-1,-1
945add32-4c1a-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,101,1,99,78,1404,1404,1404,1404,1,101,No,0,1,2019-03-21 15:58:00.928671,4,0:00:30.464469,4,3,1,1,-1,-1,-1,-1
945add32-4c1a-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,1,52,99,74,1404,1404,1404,1404,2,52,No,0,1,2019-03-21 15:58:36.947377,5,0:00:32.673660,3,4,1,1,-1,-1,-1,-1
945add32-4c1a-11e9-b667-005056a4a701-81861,Female,Female,Male,Female,Female,Female,Female,Female,20,20,100,15,1404,1404,1404,1404,2,20,No,0,3,2019-03-21 15:59:13.031239,6,0:00:33.240274,3,3,0,1,-1,-1,-1,-1
945add32-4c1a-11e9-b667-005056a4a701-81861,Male,Female,Male,Female,Female,Female,Female,Female,49,63,30,60,1404,1404,1404,1404,1,49,No,0,1,2019-03-21 15:59:38.283780,7,0:00:22.571043,2,2,2,2,-1,-1,-1,-1
945add32-4c1a-11e9-b667-005056a4a701-81861,Male,Male,Male,Female,Female,Female,Female,Female,106,91,57,16,1404,1404,1404,1404,1,106,No,0,2,2019-03-21 16:00:08.881280,8,0:00:28.631519,3,2,0,1,-1,-1,-1,-1
